B4C1 Bluff-Body C2H4 Cold Flows, Mixture Fractions        
File Name =   b4c1a.dat
MODIFIED BY M. WILD, 2012-12-19: Reformated to add x column and removed sectioning

Axial(mm) Radial(mm)     Mean      RMS 

    24.50     -6.20     0.211     0.056
    24.50     -5.60     0.230     0.072
    24.50     -5.00     0.249     0.080
    24.50     -4.40     0.282     0.088
    24.50     -3.80     0.312     0.096
    24.50     -3.20     0.367     0.100
    24.50     -2.60     0.441     0.088
    24.50     -2.00     0.551     0.104
    24.50     -1.40     0.644     0.116
    24.50     -0.80     0.719     0.100
    24.50     -0.20     0.797     0.136
    24.50      0.40     0.818     0.108
    24.50      1.00     0.763     0.100
    24.50      1.60     0.708     0.092
    24.50      2.20     0.635     0.108
    24.50      2.80     0.582     0.104
    24.50      3.40     0.463     0.104
    24.50      4.00     0.411     0.124
    24.50      4.60     0.342     0.104
    24.50      5.20     0.291     0.092
    24.50      5.80     0.253     0.072
    24.50      6.40     0.217     0.060
    24.50      7.00     0.204     0.048
    24.50      7.60     0.199     0.044
    24.50      8.20     0.186     0.048
    24.50      8.80     0.179     0.048
    24.50      9.40     0.185     0.048
    24.50     10.00     0.180     0.048
    24.50     10.60     0.178     0.048
    24.50     11.20     0.172     0.044
    24.50     11.80     0.163     0.040
    24.50     12.40     0.161     0.036
    24.50     13.00     0.148     0.032
    24.50     13.60     0.149     0.036
    24.50     14.20     0.140     0.032
    24.50     14.80     0.136     0.032
    24.50     15.40     0.151     0.032
    24.50     16.00     0.146     0.032
    24.50     16.60     0.144     0.036
    24.50     17.20     0.140     0.032
    24.50     17.80     0.142     0.028
    24.50     18.40     0.128     0.032
    24.50     19.00     0.133     0.032
    24.50     19.60     0.123     0.032
    24.50     20.20     0.107     0.028
    24.50     20.80     0.105     0.032
    24.50     21.40     0.081     0.032
    24.50     22.00     0.062     0.032
    24.50     22.60     0.044     0.032
    24.50     23.20     0.028     0.024
    24.50     23.80     0.015     0.020
    24.50     24.40     0.008     0.012
    24.50     25.00     0.004     0.008
    24.50     25.60     0.002     0.008
    24.50     26.20     0.002     0.000
    25.30    -29.00     0.000     0.000
    25.30    -28.40     0.000     0.000
    25.30    -27.80     0.001     0.000
    25.30    -27.20     0.000     0.000
    25.30    -26.60     0.000     0.000
    25.30    -26.00     0.000     0.000
    25.30    -25.40     0.003     0.004
    25.30    -24.80     0.013     0.008
    25.30    -24.20     0.022     0.012
    25.30    -23.60     0.034     0.020
    25.30    -23.00     0.043     0.020
    25.30    -22.40     0.061     0.020
    25.30    -21.80     0.071     0.028
    25.30    -21.20     0.076     0.024
    25.30    -20.60     0.092     0.028
    25.30    -20.00     0.095     0.028
    25.30    -19.40     0.104     0.032
    25.30    -18.80     0.096     0.028
    25.30    -18.20     0.106     0.028
    25.30    -17.60     0.103     0.024
    25.30    -17.00     0.098     0.032
    25.30    -16.40     0.102     0.036
    25.30    -15.80     0.100     0.036
    25.30    -15.20     0.103     0.040
    25.30    -14.60     0.106     0.044
    25.30    -14.00     0.107     0.040
    25.30    -13.40     0.121     0.048
    25.30    -12.80     0.115     0.044
    25.30    -12.20     0.134     0.044
    25.30    -11.60     0.122     0.044
    25.30    -11.00     0.140     0.048
    25.30    -10.40     0.137     0.048
    25.30     -9.80     0.149     0.048
    25.30     -9.20     0.157     0.044
    25.30     -8.60     0.180     0.048
    25.30     -8.00     0.182     0.048
    25.30     -7.40     0.178     0.044
